room_type,accommodates,neighbourhood_cleansed,bedrooms,beds,price
Entire home/apt,2.0,Centro,1.0,1.0,391.0
Entire home/apt,6.0,Copacabana,1.0,2.0,313.0
Entire home/apt,4.0,Copacabana,1.0,2.0,613.0
Entire home/apt,4.0,Barra da Tijuca,2.0,2.0,843.0
Entire home/apt,2.0,Botafogo,1.0,1.0,393.0
Entire home/apt,6.0,Recreio dos Bandeirantes,2.0,2.0,709.0
Entire home/apt,3.0,Copacabana,1.0,2.0,651.0
Entire home/apt,2.0,Ipanema,1.0,1.0,571.0
Entire home/apt,4.0,Alto da Boa Vista,1.0,2.0,600.0
Entire home/apt,6.0,Barra da Tijuca,2.0,3.0,991.0
Entire home/apt,3.0,Leblon,1.0,2.0,479.0
Entire home/apt,4.0,Ipanema,2.0,2.0,3672.0
Entire home/apt,10.0,Barra da Tijuca,6.0,9.0,504.0
Entire home/apt,4.0,Ipanema,1.0,2.0,600.0
Private room,2.0,Copacabana,1.0,1.0,500.0
Entire home/apt,4.0,Copacabana,2.0,2.0,354.0
Entire home/apt,2.0,Leblon,1.0,1.0,230.0
Entire home/apt,4.0,Copacabana,1.0,2.0,184.0
Entire home/apt,5.0,Jacarepaguá,2.0,3.0,443.0
Entire home/apt,4.0,Laranjeiras,1.0,1.0,176.0
Entire home/apt,4.0,Ipanema,2.0,2.0,600.0
Entire home/apt,6.0,Ipanema,2.0,4.0,1093.0
Entire home/apt,9.0,Copacabana,4.0,7.0,600.0
Shared room,10.0,Vidigal,1.0,10.0,70.0
Entire home/apt,4.0,Copacabana,1.0,3.0,464.0
Entire home/apt,3.0,Copacabana,1.0,1.0,1135.0
Entire home/apt,5.0,Ipanema,2.0,3.0,1200.0
Entire home/apt,5.0,Jacarepaguá,2.0,4.0,120.0
Entire home/apt,5.0,Barra da Tijuca,2.0,3.0,250.0
Entire home/apt,4.0,Barra da Tijuca,1.0,2.0,316.0
Entire home/apt,5.0,Humaitá,1.0,3.0,600.0
Entire home/apt,6.0,Leme,2.0,2.0,220.0
Entire home/apt,6.0,Leblon,3.0,3.0,1000.0
Private room,2.0,Santa Teresa,1.0,1.0,176.0
Entire home/apt,6.0,Copacabana,3.0,6.0,3732.0
Private room,4.0,Ipanema,1.0,3.0,270.0
Entire home/apt,4.0,Ipanema,2.0,3.0,960.0
Entire home/apt,4.0,Lagoa,2.0,2.0,1100.0
Entire home/apt,5.0,Copacabana,2.0,4.0,1136.0
Entire home/apt,6.0,Copacabana,3.0,3.0,2014.0
Private room,6.0,Rio Comprido,1.0,2.0,85.0
Entire home/apt,2.0,Centro,1.0,1.0,250.0
Entire home/apt,2.0,Copacabana,1.0,1.0,400.0
Entire home/apt,4.0,Jacarepaguá,1.0,2.0,350.0
Private room,2.0,Laranjeiras,1.0,1.0,110.0
Private room,1.0,Gávea,1.0,1.0,120.0
Entire home/apt,2.0,Copacabana,2.0,2.0,190.0
Entire home/apt,4.0,Copacabana,1.0,2.0,120.0
Private room,3.0,Tijuca,1.0,1.0,190.0
Entire home/apt,4.0,Recreio dos Bandeirantes,3.0,4.0,246.0
Entire home/apt,4.0,Leblon,2.0,2.0,857.0
Entire home/apt,3.0,Copacabana,1.0,2.0,529.0
Entire home/apt,2.0,Copacabana,1.0,1.0,168.0
Private room,2.0,Copacabana,2.0,3.0,371.0
Private room,2.0,Joá,1.0,2.0,204.0
Entire home/apt,8.0,Barra da Tijuca,4.0,6.0,2000.0
Entire home/apt,2.0,Jacarepaguá,1.0,2.0,300.0
Entire home/apt,4.0,Leblon,1.0,2.0,300.0
Entire home/apt,2.0,Ipanema,1.0,1.0,554.0
Entire home/apt,3.0,Copacabana,1.0,2.0,360.0
Entire home/apt,5.0,Copacabana,1.0,2.0,126.0
Private room,2.0,Itanhangá,1.0,1.0,140.0
Entire home/apt,3.0,Copacabana,1.0,2.0,433.0
Entire home/apt,3.0,Copacabana,1.0,2.0,510.0
Entire home/apt,4.0,Lagoa,1.0,2.0,665.0
Private room,2.0,Jardim Botânico,1.0,1.0,170.0
Entire home/apt,2.0,Urca,1.0,1.0,327.0
Entire home/apt,4.0,Leblon,2.0,2.0,2000.0
Entire home/apt,3.0,Ipanema,1.0,2.0,679.0
Private room,2.0,Ipanema,1.0,1.0,114.0
Entire home/apt,4.0,Flamengo,2.0,2.0,479.0
Entire home/apt,4.0,Santo Cristo,1.0,3.0,112.0
Entire home/apt,4.0,Copacabana,2.0,3.0,586.0
Entire home/apt,4.0,Barra da Tijuca,2.0,3.0,1086.0
Private room,2.0,Copacabana,1.0,1.0,550.0
Entire home/apt,8.0,Copacabana,4.0,4.0,4714.0
Entire home/apt,4.0,Barra da Tijuca,2.0,3.0,1350.0
Private room,1.0,Leblon,1.0,1.0,180.0
Private room,3.0,Recreio dos Bandeirantes,1.0,2.0,170.0
Entire home/apt,10.0,Bento Ribeiro,3.0,10.0,150.0
Entire home/apt,3.0,Copacabana,1.0,2.0,943.0
Entire home/apt,5.0,Barra da Tijuca,3.0,3.0,2229.0
Entire home/apt,4.0,Vargem Grande,1.0,4.0,465.0
Private room,1.0,Copacabana,1.0,1.0,121.0
Private room,3.0,Copacabana,1.0,2.0,282.0
Private room,2.0,Copacabana,1.0,2.0,123.0
Entire home/apt,5.0,Barra da Tijuca,2.0,4.0,795.0
Entire home/apt,2.0,Copacabana,1.0,1.0,100.0
Private room,2.0,Humaitá,1.0,1.0,220.0
Private room,2.0,Cosme Velho,1.0,1.0,90.0
Entire home/apt,6.0,Guaratiba,3.0,4.0,300.0
Entire home/apt,2.0,Flamengo,1.0,1.0,685.0
Private room,1.0,São Conrado,1.0,1.0,284.0
Entire home/apt,3.0,Flamengo,1.0,1.0,314.0
Entire home/apt,4.0,Humaitá,2.0,2.0,643.0
Entire home/apt,4.0,Copacabana,1.0,1.0,364.0
Private room,2.0,Copacabana,1.0,1.0,670.0
Entire home/apt,8.0,Copacabana,4.0,6.0,1200.0
Entire home/apt,6.0,Recreio dos Bandeirantes,3.0,3.0,650.0
Entire home/apt,4.0,Barra da Tijuca,2.0,3.0,443.0
Private room,2.0,Copacabana,1.0,1.0,98.0
Entire home/apt,6.0,Recreio dos Bandeirantes,2.0,4.0,250.0
Private room,4.0,Marechal Hermes,1.0,4.0,69.0
Private room,2.0,Botafogo,1.0,1.0,153.0
Private room,8.0,Santa Teresa,1.0,6.0,85.0
Entire home/apt,3.0,Ipanema,1.0,2.0,450.0
Entire home/apt,3.0,Laranjeiras,1.0,2.0,223.0
Private room,5.0,Copacabana,1.0,2.0,409.0
Entire home/apt,3.0,Leme,1.0,1.0,180.0
Entire home/apt,4.0,Ipanema,1.0,1.0,229.0
Entire home/apt,4.0,Copacabana,1.0,2.0,686.0
Private room,2.0,Copacabana,1.0,2.0,200.0
Entire home/apt,6.0,Santa Teresa,3.0,3.0,779.0
Entire home/apt,4.0,Ipanema,2.0,3.0,1277.0
Entire home/apt,3.0,Copacabana,1.0,1.0,500.0
Entire home/apt,4.0,Ipanema,1.0,1.0,120.0
Private room,2.0,Ipanema,1.0,1.0,305.0
Entire home/apt,2.0,Copacabana,1.0,1.0,400.0
Entire home/apt,2.0,Barra da Tijuca,1.0,1.0,543.0
Private room,1.0,Copacabana,1.0,1.0,120.0
Entire home/apt,10.0,Barra da Tijuca,4.0,5.0,1153.0
Private room,2.0,Barra da Tijuca,1.0,1.0,800.0
Entire home/apt,6.0,Barra de Guaratiba,2.0,1.0,262.0
Shared room,1.0,Botafogo,1.0,1.0,61.0
Entire home/apt,5.0,Recreio dos Bandeirantes,2.0,4.0,150.0
Private room,3.0,Tijuca,2.0,4.0,100.0
Private room,2.0,Copacabana,1.0,1.0,350.0
Entire home/apt,6.0,São Francisco Xavier,2.0,3.0,221.0
Entire home/apt,3.0,Copacabana,1.0,2.0,583.0
Entire home/apt,4.0,Leblon,1.0,2.0,719.0
Entire home/apt,4.0,Copacabana,1.0,3.0,411.0
Entire home/apt,9.0,Copacabana,3.0,6.0,1456.0
Entire home/apt,4.0,Ipanema,1.0,2.0,700.0
Entire home/apt,5.0,Flamengo,2.0,3.0,500.0
Entire home/apt,6.0,Barra da Tijuca,3.0,5.0,1500.0
Entire home/apt,6.0,Copacabana,2.0,4.0,1600.0
Entire home/apt,3.0,Copacabana,1.0,2.0,135.0
Entire home/apt,4.0,Copacabana,1.0,2.0,486.0
Private room,3.0,Copacabana,1.0,3.0,850.0
Entire home/apt,5.0,Catete,1.0,2.0,614.0
Private room,3.0,Barra da Tijuca,1.0,2.0,406.0
Private room,3.0,Vila Isabel,1.0,1.0,160.0
Entire home/apt,4.0,Ipanema,2.0,2.0,750.0
Entire home/apt,4.0,Copacabana,1.0,2.0,233.0
Private room,2.0,Itanhangá,1.0,1.0,220.0
Entire home/apt,4.0,Ipanema,2.0,2.0,1112.0
Private room,1.0,Recreio dos Bandeirantes,1.0,1.0,189.0
Entire home/apt,4.0,Copacabana,2.0,4.0,468.0
Entire home/apt,3.0,Jardim Carioca,1.0,3.0,80.0
Entire home/apt,7.0,Copacabana,1.0,5.0,259.0
Entire home/apt,3.0,Ipanema,1.0,2.0,650.0
Entire home/apt,4.0,Ipanema,2.0,2.0,980.0
Private room,4.0,Jardim Guanabara,1.0,4.0,400.0
Entire home/apt,4.0,Copacabana,1.0,2.0,540.0
Entire home/apt,4.0,Gávea,2.0,4.0,290.0
Entire home/apt,6.0,Ipanema,2.0,2.0,707.0
Entire home/apt,5.0,Jacarepaguá,2.0,2.0,750.0
Entire home/apt,8.0,Copacabana,3.0,4.0,2739.0
Entire home/apt,6.0,Ipanema,3.0,5.0,1500.0
Entire home/apt,4.0,Copacabana,1.0,2.0,713.0
Entire home/apt,3.0,Copacabana,1.0,4.0,600.0
Entire home/apt,4.0,Ipanema,3.0,4.0,821.0
Entire home/apt,2.0,Realengo,2.0,1.0,130.0
Entire home/apt,4.0,Leblon,2.0,2.0,1500.0
Entire home/apt,4.0,Copacabana,1.0,2.0,600.0
Entire home/apt,4.0,Botafogo,2.0,3.0,500.0
Private room,2.0,Barra da Tijuca,1.0,1.0,211.0
Entire home/apt,5.0,Copacabana,3.0,3.0,1135.0
Entire home/apt,3.0,Leblon,1.0,2.0,350.0
Private room,3.0,Copacabana,1.0,3.0,80.0
Private room,2.0,Copacabana,1.0,1.0,227.0
Private room,2.0,Rio Comprido,1.0,1.0,300.0
Private room,2.0,Brás de Pina,1.0,2.0,180.0
Shared room,1.0,Guaratiba,1.0,1.0,900.0
Entire home/apt,7.0,Copacabana,3.0,3.0,800.0
Entire home/apt,3.0,Botafogo,1.0,2.0,350.0
Entire home/apt,4.0,Ipanema,2.0,4.0,956.0
Entire home/apt,4.0,Ipanema,1.0,2.0,600.0
Entire home/apt,5.0,Leblon,2.0,2.0,630.0
Entire home/apt,3.0,Ipanema,1.0,2.0,892.0
Entire home/apt,2.0,Ipanema,1.0,1.0,954.0
Entire home/apt,3.0,Copacabana,1.0,1.0,200.0
Entire home/apt,2.0,Glória,1.0,1.0,284.0
Entire home/apt,2.0,Ipanema,1.0,2.0,123.0
Entire home/apt,6.0,Copacabana,3.0,5.0,2571.0
Private room,2.0,Copacabana,1.0,1.0,407.0
Entire home/apt,4.0,Santa Teresa,2.0,2.0,300.0
Entire home/apt,2.0,Ipanema,2.0,2.0,607.0
Private room,2.0,Recreio dos Bandeirantes,1.0,1.0,150.0
Entire home/apt,2.0,Curicica,1.0,1.0,289.0
Private room,2.0,Copacabana,1.0,1.0,210.0
Entire home/apt,4.0,Leblon,1.0,2.0,922.0
Entire home/apt,3.0,Lagoa,1.0,2.0,1000.0
Entire home/apt,6.0,Copacabana,2.0,3.0,607.0
Entire home/apt,4.0,Jacarepaguá,2.0,3.0,271.0
Entire home/apt,4.0,Copacabana,3.0,3.0,993.0
Entire home/apt,2.0,Copacabana,1.0,1.0,500.0
Private room,1.0,Lagoa,1.0,1.0,500.0
Entire home/apt,6.0,Jacarepaguá,2.0,5.0,300.0
Entire home/apt,4.0,Barra da Tijuca,2.0,3.0,800.0
Entire home/apt,3.0,Senador Vasconcelos,2.0,4.0,171.0
Entire home/apt,2.0,Joá,1.0,1.0,244.0
Entire home/apt,3.0,Botafogo,1.0,3.0,207.0
Hotel room,2.0,Leme,1.0,2.0,283.0
Entire home/apt,2.0,Botafogo,2.0,1.0,214.0
Entire home/apt,5.0,Copacabana,1.0,2.0,593.0
Private room,2.0,Copacabana,1.0,2.0,200.0
Entire home/apt,2.0,Jacarepaguá,1.0,1.0,168.0
Entire home/apt,4.0,Recreio dos Bandeirantes,2.0,2.0,195.0
Entire home/apt,4.0,Ipanema,2.0,2.0,454.0
Private room,4.0,Botafogo,1.0,3.0,336.0
Entire home/apt,2.0,Barra da Tijuca,1.0,1.0,540.0
Entire home/apt,4.0,Ipanema,1.0,2.0,289.0
Entire home/apt,5.0,Ipanema,2.0,3.0,1550.0
Entire home/apt,8.0,Copacabana,3.0,4.0,1027.0
Private room,2.0,Copacabana,1.0,1.0,250.0
Entire home/apt,2.0,Copacabana,1.0,3.0,600.0
Private room,2.0,Vila Isabel,1.0,1.0,83.0
Private room,2.0,Copacabana,1.0,1.0,86.0
Private room,2.0,Leme,1.0,1.0,405.0
Private room,2.0,Botafogo,1.0,1.0,800.0
Entire home/apt,5.0,Copacabana,1.0,2.0,690.0
Entire home/apt,2.0,Laranjeiras,1.0,1.0,150.0
Entire home/apt,5.0,Copacabana,2.0,3.0,573.0
Entire home/apt,5.0,Botafogo,3.0,4.0,650.0
Entire home/apt,8.0,Barra da Tijuca,3.0,5.0,1329.0
Entire home/apt,3.0,Ipanema,1.0,2.0,546.0
Entire home/apt,4.0,Copacabana,1.0,3.0,300.0
Private room,3.0,Centro,1.0,1.0,200.0
Entire home/apt,4.0,Copacabana,1.0,3.0,566.0
Shared room,6.0,Leme,1.0,6.0,74.0
Entire home/apt,4.0,Paquetá,1.0,1.0,220.0
Entire home/apt,8.0,Copacabana,3.0,5.0,650.0
Entire home/apt,2.0,Ipanema,1.0,4.0,829.0
Entire home/apt,6.0,Ipanema,3.0,4.0,1037.0
Entire home/apt,10.0,Joá,4.0,4.0,2143.0
Entire home/apt,4.0,Glória,1.0,3.0,200.0
Entire home/apt,6.0,Copacabana,3.0,3.0,500.0
Entire home/apt,2.0,Copacabana,1.0,1.0,519.0
Entire home/apt,4.0,Botafogo,1.0,4.0,503.0
Private room,2.0,Flamengo,1.0,1.0,109.0
Entire home/apt,5.0,Leme,2.0,2.0,1389.0
Entire home/apt,5.0,Copacabana,2.0,3.0,629.0
Entire home/apt,4.0,Copacabana,1.0,1.0,210.0
Entire home/apt,4.0,Copacabana,1.0,2.0,214.0
Entire home/apt,4.0,Barra da Tijuca,2.0,3.0,250.0
Entire home/apt,4.0,Jardim Botânico,3.0,4.0,557.0
Entire home/apt,2.0,Botafogo,1.0,1.0,400.0
Entire home/apt,6.0,Jacarepaguá,3.0,5.0,251.0
Private room,3.0,Urca,1.0,2.0,190.0
Entire home/apt,4.0,Copacabana,2.0,3.0,746.0
Private room,1.0,Ipanema,1.0,1.0,50.0
Entire home/apt,4.0,Ipanema,2.0,3.0,457.0
Entire home/apt,3.0,Jacarepaguá,1.0,2.0,400.0
Private room,1.0,Laranjeiras,1.0,1.0,60.0
Entire home/apt,5.0,Barra da Tijuca,1.0,3.0,850.0
Entire home/apt,5.0,Ipanema,2.0,3.0,1413.0
Entire home/apt,6.0,Copacabana,4.0,6.0,1886.0
Entire home/apt,8.0,Recreio dos Bandeirantes,3.0,6.0,660.0
Private room,1.0,Botafogo,1.0,1.0,157.0
Entire home/apt,9.0,Copacabana,1.0,6.0,833.0
Entire home/apt,4.0,Copacabana,1.0,2.0,398.0
Private room,2.0,Gávea,1.0,1.0,136.0
Entire home/apt,6.0,Jacarepaguá,3.0,3.0,1400.0
Private room,3.0,Copacabana,1.0,3.0,77.0
Entire home/apt,3.0,Camorim,1.0,1.0,244.0
Entire home/apt,2.0,Santa Teresa,1.0,1.0,160.0
Entire home/apt,6.0,Ipanema,2.0,5.0,1229.0
Private room,1.0,Cosme Velho,4.0,8.0,60.0
Entire home/apt,4.0,Tijuca,2.0,3.0,245.0
Private room,2.0,Copacabana,1.0,1.0,259.0
Private room,2.0,Laranjeiras,1.0,1.0,250.0
Shared room,1.0,Vidigal,1.0,1.0,107.0
Entire home/apt,5.0,Copacabana,3.0,5.0,787.0
Entire home/apt,4.0,Ipanema,1.0,2.0,1057.0
Entire home/apt,6.0,Copacabana,3.0,3.0,5000.0
Entire home/apt,4.0,Vidigal,1.0,2.0,906.0
Entire home/apt,4.0,Copacabana,2.0,2.0,420.0
Private room,1.0,Leme,1.0,1.0,271.0
Entire home/apt,3.0,Copacabana,1.0,1.0,738.0
Entire home/apt,5.0,Copacabana,1.0,2.0,470.0
Private room,2.0,Todos os Santos,1.0,1.0,335.0
Entire home/apt,10.0,Barra da Tijuca,4.0,6.0,4400.0
Entire home/apt,3.0,Barra da Tijuca,2.0,2.0,450.0
Private room,2.0,Ipanema,1.0,2.0,310.0
Entire home/apt,6.0,Recreio dos Bandeirantes,2.0,2.0,427.0
Entire home/apt,4.0,Recreio dos Bandeirantes,2.0,3.0,482.0
Entire home/apt,4.0,Glória,1.0,1.0,156.0
Private room,2.0,Maracanã,1.0,1.0,206.0
Entire home/apt,4.0,Alto da Boa Vista,2.0,1.0,963.0
Entire home/apt,5.0,Recreio dos Bandeirantes,2.0,9.0,479.0
Entire home/apt,4.0,Barra da Tijuca,2.0,3.0,993.0
Entire home/apt,2.0,Catete,1.0,1.0,180.0
Entire home/apt,8.0,Barra da Tijuca,4.0,8.0,843.0
Entire home/apt,2.0,Jacarepaguá,1.0,1.0,214.0
Entire home/apt,2.0,Copacabana,1.0,1.0,300.0
Entire home/apt,3.0,Botafogo,1.0,4.0,185.0
Private room,2.0,Botafogo,1.0,1.0,200.0
Entire home/apt,6.0,Copacabana,3.0,3.0,200.0
Entire home/apt,4.0,Gardênia Azul,2.0,2.0,600.0
Entire home/apt,2.0,Barra da Tijuca,1.0,1.0,500.0
Entire home/apt,2.0,Recreio dos Bandeirantes,1.0,2.0,220.0
Entire home/apt,2.0,Copacabana,1.0,2.0,486.0
Entire home/apt,4.0,Leme,2.0,4.0,800.0
Entire home/apt,4.0,Gávea,2.0,2.0,196.0
Private room,2.0,Santa Teresa,1.0,2.0,240.0
Entire home/apt,5.0,Copacabana,1.0,4.0,543.0
Entire home/apt,2.0,Copacabana,1.0,2.0,500.0
Entire home/apt,6.0,Copacabana,2.0,3.0,814.0
Private room,2.0,Copacabana,1.0,1.0,68.0
Private room,1.0,Jardim Botânico,1.0,1.0,140.0
Entire home/apt,4.0,Ipanema,2.0,3.0,953.0
Entire home/apt,6.0,Guaratiba,2.0,3.0,85.0
Private room,2.0,Copacabana,1.0,1.0,304.0
Entire home/apt,4.0,Jacarepaguá,2.0,3.0,790.0
Entire home/apt,2.0,Copacabana,1.0,2.0,1700.0
Entire home/apt,4.0,Ipanema,2.0,3.0,943.0
Entire home/apt,7.0,Barra da Tijuca,2.0,4.0,382.0
Entire home/apt,4.0,Copacabana,1.0,2.0,457.0
Entire home/apt,5.0,Engenho de Dentro,2.0,2.0,350.0
Entire home/apt,4.0,Copacabana,1.0,2.0,757.0
Entire home/apt,5.0,Copacabana,1.0,2.0,200.0
Entire home/apt,4.0,Ipanema,2.0,2.0,1100.0
Private room,3.0,Santa Teresa,1.0,2.0,1307.0
Private room,2.0,Barra da Tijuca,1.0,1.0,1714.0
Entire home/apt,4.0,Copacabana,1.0,1.0,820.0
Entire home/apt,5.0,Barra da Tijuca,2.0,4.0,450.0
Entire home/apt,4.0,Laranjeiras,1.0,1.0,150.0
Entire home/apt,6.0,Ipanema,3.0,5.0,2314.0
Entire home/apt,1.0,Jardim Guanabara,1.0,1.0,159.0
Entire home/apt,5.0,Copacabana,2.0,6.0,867.0
Entire home/apt,3.0,Camorim,2.0,2.0,850.0
Entire home/apt,4.0,Copacabana,1.0,2.0,323.0
Entire home/apt,4.0,Ipanema,1.0,2.0,369.0
Entire home/apt,2.0,Catete,1.0,1.0,350.0
Entire home/apt,5.0,Centro,2.0,4.0,388.0
Entire home/apt,4.0,Copacabana,2.0,3.0,570.0
Entire home/apt,5.0,Leblon,2.0,2.0,1900.0
Entire home/apt,4.0,Glória,1.0,2.0,284.0
Entire home/apt,2.0,Barra da Tijuca,1.0,1.0,541.0
Entire home/apt,2.0,Jacarepaguá,1.0,1.0,256.0
Entire home/apt,6.0,Leme,2.0,3.0,1185.0
Entire home/apt,4.0,Recreio dos Bandeirantes,1.0,3.0,614.0
Entire home/apt,5.0,Copacabana,3.0,3.0,1400.0
Entire home/apt,4.0,Laranjeiras,1.0,2.0,400.0
Entire home/apt,7.0,Copacabana,1.0,3.0,100.0
Entire home/apt,4.0,Ipanema,2.0,3.0,1093.0
Entire home/apt,2.0,Botafogo,1.0,1.0,169.0
Private room,1.0,Santa Teresa,1.0,1.0,60.0
Entire home/apt,2.0,Ipanema,1.0,1.0,671.0
Entire home/apt,4.0,Ipanema,1.0,4.0,400.0
Private room,2.0,Barra da Tijuca,2.0,1.0,140.0
Private room,2.0,Engenho de Dentro,1.0,2.0,60.0
Entire home/apt,5.0,Copacabana,1.0,4.0,2528.0
Entire home/apt,5.0,Copacabana,1.0,3.0,106.0
Entire home/apt,5.0,Recreio dos Bandeirantes,2.0,2.0,1371.0
Entire home/apt,2.0,Recreio dos Bandeirantes,1.0,1.0,760.0
Entire home/apt,4.0,Copacabana,1.0,2.0,250.0
Entire home/apt,2.0,Copacabana,1.0,1.0,818.0
Entire home/apt,2.0,Centro,1.0,2.0,246.0
Private room,2.0,Jacarepaguá,1.0,1.0,350.0
Entire home/apt,3.0,Ipanema,2.0,2.0,180.0
Entire home/apt,3.0,Ipanema,1.0,1.0,593.0
Entire home/apt,8.0,Copacabana,3.0,3.0,2143.0
Private room,3.0,Tijuca,1.0,1.0,99.0
Entire home/apt,2.0,Leme,1.0,1.0,550.0
Private room,2.0,Leme,1.0,1.0,299.0
Entire home/apt,4.0,Copacabana,1.0,2.0,312.0
Private room,2.0,Barra da Tijuca,1.0,1.0,288.0
Private room,2.0,Santa Teresa,1.0,1.0,190.0
Entire home/apt,2.0,Ipanema,1.0,1.0,634.0
Entire home/apt,4.0,Parada de Lucas,2.0,3.0,319.0
Entire home/apt,4.0,Centro,1.0,2.0,147.0
Entire home/apt,10.0,Ipanema,3.0,4.0,450.0
Entire home/apt,4.0,Copacabana,1.0,2.0,745.0
Entire home/apt,6.0,Flamengo,3.0,6.0,650.0
Entire home/apt,2.0,Centro,1.0,1.0,303.0
Entire home/apt,10.0,Lagoa,4.0,5.0,2241.0
Private room,2.0,Botafogo,1.0,1.0,142.0
Entire home/apt,4.0,Camorim,2.0,3.0,250.0
Entire home/apt,3.0,Copacabana,1.0,1.0,697.0
Private room,2.0,Vila Isabel,1.0,2.0,180.0
Private room,4.0,Catete,1.0,2.0,400.0
Entire home/apt,4.0,Cosme Velho,1.0,1.0,277.0
Entire home/apt,5.0,Jacarepaguá,2.0,6.0,494.0
Entire home/apt,4.0,Ipanema,2.0,2.0,1086.0
Entire home/apt,3.0,Ipanema,2.0,2.0,600.0
Entire home/apt,4.0,Copacabana,1.0,2.0,450.0
Entire home/apt,6.0,Ipanema,3.0,5.0,2271.0
Entire home/apt,4.0,Lagoa,2.0,2.0,336.0
Private room,2.0,Jacarepaguá,1.0,2.0,607.0
Entire home/apt,2.0,Copacabana,1.0,1.0,261.0
Private room,1.0,Copacabana,1.0,1.0,192.0
Private room,2.0,Copacabana,1.0,1.0,180.0
Entire home/apt,3.0,Copacabana,1.0,2.0,950.0
Entire home/apt,4.0,Ipanema,2.0,2.0,1651.0
Private room,2.0,Recreio dos Bandeirantes,1.0,2.0,400.0
Entire home/apt,4.0,Barra da Tijuca,1.0,1.0,379.0
Entire home/apt,5.0,Ipanema,2.0,3.0,947.0
Entire home/apt,4.0,Ipanema,2.0,2.0,1277.0
Entire home/apt,6.0,Centro,1.0,2.0,193.0
Entire home/apt,3.0,Copacabana,1.0,1.0,290.0
Entire home/apt,2.0,Copacabana,1.0,1.0,461.0
Entire home/apt,8.0,Ipanema,3.0,6.0,3686.0
Entire home/apt,4.0,Copacabana,1.0,2.0,451.0
Private room,2.0,Urca,1.0,2.0,200.0
Entire home/apt,4.0,Laranjeiras,1.0,1.0,105.0
Entire home/apt,4.0,Copacabana,2.0,3.0,421.0
Shared room,1.0,Botafogo,1.0,8.0,113.0
Entire home/apt,4.0,Copacabana,1.0,2.0,308.0
Entire home/apt,5.0,Leme,2.0,2.0,350.0
Entire home/apt,3.0,Ipanema,1.0,2.0,567.0
Entire home/apt,6.0,Copacabana,3.0,4.0,738.0
Entire home/apt,4.0,Flamengo,2.0,3.0,480.0
Entire home/apt,2.0,Copacabana,1.0,2.0,229.0
Entire home/apt,3.0,Flamengo,1.0,2.0,326.0
Private room,2.0,Santa Teresa,1.0,1.0,576.0
Entire home/apt,4.0,Copacabana,2.0,2.0,259.0
Private room,3.0,Leblon,1.0,1.0,557.0
Private room,2.0,Copacabana,1.0,1.0,100.0
Private room,2.0,Cachambi,1.0,2.0,33.0
Entire home/apt,6.0,Leblon,3.0,3.0,496.0
Entire home/apt,2.0,Copacabana,1.0,1.0,400.0
Entire home/apt,2.0,Jacarepaguá,1.0,1.0,364.0
Entire home/apt,10.0,Leblon,3.0,10.0,877.0
Entire home/apt,4.0,Copacabana,1.0,2.0,699.0
Entire home/apt,5.0,Gardênia Azul,2.0,2.0,851.0
Private room,1.0,Campo Grande,1.0,1.0,87.0
Entire home/apt,4.0,Copacabana,1.0,2.0,455.0
Entire home/apt,3.0,Copacabana,1.0,1.0,186.0
Private room,6.0,Ipanema,2.0,4.0,1500.0
Entire home/apt,10.0,Copacabana,3.0,4.0,393.0
Entire home/apt,6.0,Ipanema,3.0,3.0,886.0
Entire home/apt,6.0,Centro,1.0,3.0,454.0
Entire home/apt,6.0,Copacabana,1.0,3.0,678.0
Entire home/apt,5.0,Ipanema,2.0,4.0,556.0
Entire home/apt,6.0,Santa Teresa,2.0,4.0,464.0
Private room,1.0,Ipanema,1.0,1.0,60.0
Entire home/apt,8.0,Copacabana,2.0,8.0,435.0
Private room,2.0,São Conrado,1.0,1.0,300.0
Entire home/apt,9.0,Copacabana,2.0,4.0,657.0
Entire home/apt,4.0,Copacabana,1.0,2.0,714.0
Entire home/apt,4.0,Ipanema,2.0,3.0,1200.0
Entire home/apt,4.0,Copacabana,1.0,2.0,400.0
Entire home/apt,4.0,Leblon,2.0,3.0,1771.0
Entire home/apt,4.0,Copacabana,3.0,5.0,1928.0
Private room,1.0,Copacabana,1.0,1.0,85.0
Entire home/apt,8.0,Copacabana,3.0,3.0,674.0
Entire home/apt,4.0,Centro,2.0,3.0,178.0
Entire home/apt,7.0,Copacabana,3.0,5.0,864.0
Private room,2.0,Botafogo,1.0,1.0,421.0
Entire home/apt,3.0,Copacabana,1.0,4.0,677.0
Entire home/apt,2.0,Copacabana,1.0,1.0,1000.0
Entire home/apt,4.0,Barra da Tijuca,1.0,2.0,800.0
Entire home/apt,4.0,Copacabana,1.0,3.0,576.0
Private room,2.0,Maria da Graça,1.0,1.0,76.0
Entire home/apt,4.0,Copacabana,1.0,2.0,570.0
Private room,3.0,Jacarepaguá,1.0,1.0,109.0
Entire home/apt,2.0,Gávea,1.0,1.0,357.0
Private room,2.0,São Cristóvão,1.0,1.0,119.0
Entire home/apt,2.0,Copacabana,1.0,1.0,414.0
Entire home/apt,4.0,Camorim,2.0,5.0,934.0
Entire home/apt,10.0,Copacabana,4.0,5.0,3535.0
Entire home/apt,2.0,Santa Teresa,1.0,1.0,99.0
Entire home/apt,4.0,Ipanema,1.0,2.0,530.0
